,110,111,similarity
6531,hr2112.110,hr2234.111,0.5471716616829099
11341,hr3239.110,hr2234.111,0.6622932064843268
3549,hr670.110,hr2234.111,0.618978232828143
6428,hr1521.110,hr2235.111,0.5849263197578883
9426,hr2591.110,hr2235.111,0.9211949595667954
2693,hr2274.110,hr2237.111,0.964769241823378
4108,hr3925.110,hr2238.111,0.9626975852327608
5892,hr1486.110,hr2239.111,0.5419263863221925
4443,hr2373.110,hr2239.111,0.5009854184053054
9200,hr2928.110,hr2239.111,0.6503122206276807
8793,hr2946.110,hr2239.111,0.5106047187251547
12586,hr3406.110,hr2239.111,0.5566736233788706
6271,hr3439.110,hr2239.111,0.5488281958998027
9173,hr3523.110,hr2239.111,0.5090468664464561
4572,hr3763.110,hr2239.111,0.9582252088114364
8080,hr4137.110,hr2239.111,0.5192370752688813
8378,hr6654.110,hr2239.111,0.534140286213377
1709,hr6926.110,hr2239.111,0.5742421854279288
1721,hr6928.110,hr2239.111,0.5610155025332604
6126,hr5667.110,hr224.111,0.9334249275943911
6132,hr5660.110,hr2240.111,0.9065165490739479
7371,hr5167.110,hr2241.111,0.9676000264361705
12292,hr3630.110,hr2242.111,0.8079017202683285
5292,hr4072.110,hr2242.111,0.5470652249595754
5271,hr4086.110,hr2242.111,0.5497596082524502
10804,hr3258.110,hr2244.111,0.9297470074962805
4967,hr4461.110,hr2246.111,0.968175682140186
9904,hr5593.110,hr2247.111,0.7760067243540695
4123,hr6068.110,hr2248.111,0.9057391839016938
7927,hr1666.110,hr2249.111,0.960925365438403
6543,hr3609.110,hr225.111,0.7940934930637865
11511,hr3778.110,hr225.111,0.6420699914656016
11304,hr7307.110,hr225.111,0.6845710517859634
8971,hr7328.110,hr225.111,0.8811322127240985
10112,hr2652.110,hr2250.111,0.5697290770984067
6021,hr3089.110,hr2250.111,0.7930548833990878
11526,hr370.110,hr2250.111,0.6678528713612221
740,hr5437.110,hr2250.111,0.6273639503222564
5871,hr6001.110,hr2250.111,0.6100045322134972
2651,hr6009.110,hr2250.111,0.7544821478511707
11017,hr6107.110,hr2250.111,0.5930001069081928
6485,hr6161.110,hr2250.111,0.5225072200515309
816,hr6165.110,hr2250.111,0.5546513657617546
9159,hr6207.110,hr2250.111,0.5964424018891147
1008,hr6384.110,hr2250.111,0.6223558745495417
2578,hr6397.110,hr2250.111,0.5424662213993057
1315,hr6412.110,hr2250.111,0.6867654476076875
3582,hr6421.110,hr2250.111,0.5718200263678234
7220,hr6463.110,hr2250.111,0.5369506075153379
5526,hr6544.110,hr2250.111,0.9357943722532889
9345,hr6566.110,hr2250.111,0.5881006310710444
10000,hr6717.110,hr2250.111,0.5378566012138475
45,hr6824.110,hr2250.111,0.6683628416734969
6746,hr683.110,hr2250.111,0.650639956872669
5145,hr6868.110,hr2250.111,0.6714742027296636
3836,hr7239.110,hr2250.111,0.5246042150785452
7661,hr1093.110,hr2251.111,0.5661868697201905
11461,hr1046.110,hr2252.111,0.5021634809606743
5246,hr1200.110,hr2252.111,0.5466155990674985
623,hr1651.110,hr2252.111,0.5507009879431527
10437,hr1952.110,hr2252.111,0.5173217311225687
8223,hr2749.110,hr2252.111,0.5646300071326738
3885,hr3000.110,hr2252.111,0.5588325983203275
10418,hr3014.110,hr2252.111,0.593615443719848
1464,hr3341.110,hr2252.111,0.5188884097833233
7905,hr3800.110,hr2252.111,0.6183092485340926
1940,hr1150.110,hr2253.111,0.6859317992389065
6456,hr135.110,hr2253.111,0.5265479815915599
4267,hr1389.110,hr2253.111,0.510432135433576
1406,hr1695.110,hr2253.111,0.6077787684475559
3261,hr1754.110,hr2253.111,0.5695627107381088
9453,hr1819.110,hr2253.111,0.572356088632082
10594,hr2024.110,hr2253.111,0.6409889302925713
4134,hr2030.110,hr2253.111,0.5444538802477155
1830,hr2094.110,hr2253.111,0.562127749643489
10865,hr230.110,hr2253.111,0.5616844181920179
4624,hr2416.110,hr2253.111,0.5899771339641798
1882,hr2544.110,hr2253.111,0.5170271692596854
3008,hr265.110,hr2253.111,0.7560205040204347
3478,hr2822.110,hr2253.111,0.544513963341182
4369,hr3244.110,hr2253.111,0.7134624102399104
7474,hr3398.110,hr2253.111,0.6091132971167617
5677,hr3417.110,hr2253.111,0.6754778327470691
3608,hr3495.110,hr2253.111,0.6692211558541089
11921,hr351.110,hr2253.111,0.6210430912122462
2883,hr3519.110,hr2253.111,0.7282403178586407
2337,hr3538.110,hr2253.111,0.6538593222236487
6421,hr3644.110,hr2253.111,0.5048347656755048
6898,hr3666.110,hr2253.111,0.6923289320659493
3722,hr3724.110,hr2253.111,0.5301330149959732
6788,hr3844.110,hr2253.111,0.5150778216557876
12570,hr4239.110,hr2253.111,0.5984155523345416
11,hr489.110,hr2253.111,0.5368086422149632
8821,hr5235.110,hr2253.111,0.6399675393324628
7576,hr533.110,hr2253.111,0.6725175644070005
7602,hr537.110,hr2253.111,0.5910406671038824
12326,hr5672.110,hr2253.111,0.7123057841261009
8442,hr572.110,hr2253.111,0.6484714739020175
11170,hr5755.110,hr2253.111,0.5865364245155147
12003,hr5794.110,hr2253.111,0.5290020889121748
7779,hr5980.110,hr2253.111,0.7587489912863602
11047,hr6072.110,hr2253.111,0.5366009631896032
3176,hr6171.110,hr2253.111,0.5325216965388234
11787,hr6396.110,hr2253.111,0.6634511622139561
5570,hr6540.110,hr2253.111,0.5665354348503652
10020,hr6714.110,hr2253.111,0.6118450418579431
12404,hr6808.110,hr2253.111,0.5621006941484611
5360,hr7007.110,hr2253.111,0.7095738272326088
10840,hr7049.110,hr2253.111,0.6362788114681308
1251,hr7104.110,hr2253.111,0.7877813186437266
938,hr7203.110,hr2253.111,0.6351790998372803
3652,hr7206.110,hr2253.111,0.5362996268581084
5410,hr7258.110,hr2253.111,0.5420422840771382
7339,hr7275.110,hr2253.111,0.8129549482612717
6134,hr6562.110,hr2254.111,0.7343562240125989
2467,hr6964.110,hr2255.111,0.9856801555994964
10588,hr6056.110,hr2256.111,0.9416599503784011
8913,hr67.110,hr2257.111,0.7526972304608245
4076,hr1071.110,hr2258.111,0.7435769967066309
5823,hr1221.110,hr2258.111,0.6034492662151592
11234,hr1275.110,hr2258.111,0.6399955196350419
109,hr1397.110,hr2258.111,0.6643038754322824
7449,hr1645.110,hr2258.111,0.6311499636861609
7402,hr1930.110,hr2258.111,0.542779734408814
12099,hr1941.110,hr2258.111,0.9849183508980722
8500,hr3687.110,hr2258.111,0.5423606630815638
922,hr4022.110,hr2258.111,0.5496754312367864
11664,hr4065.110,hr2258.111,0.5671545272886522
5559,hr4192.110,hr2258.111,0.5188370336921962
3136,hr6020.110,hr2258.111,0.5616817557944448
2200,hr6843.110,hr2258.111,0.5423100070959862
8257,hr6938.110,hr2258.111,0.5321354093871699
10106,hr750.110,hr2258.111,0.6367877244333748
9676,hr2905.110,hr226.111,0.8254839173722263
753,hr2524.110,hr2260.111,0.9956484304059614
4555,hr3904.110,hr2260.111,0.9383336023350494
755,hr2526.110,hr2261.111,0.9690285917864792
7546,hr3132.110,hr2262.111,0.9731631311656582
6268,hr3438.110,hr2262.111,0.5696994349562678
4783,hr154.110,hr2263.111,0.6347988642362511
7939,hr1668.110,hr2263.111,0.5228261865336982
444,hr6457.110,hr2263.111,0.5469854254069468
8907,hr69.110,hr2263.111,0.8178134519453353
1749,hr5767.110,hr2266.111,0.5103642143509487
2235,hr1170.110,hr2267.111,0.5158573316837716
9361,hr2046.110,hr2267.111,0.8442370939412213
12261,hr2140.110,hr2267.111,0.5973804545799118
3967,hr2607.110,hr2267.111,0.7077304581938679
5172,hr5523.110,hr2267.111,0.6441675882764765
7750,hr6663.110,hr2267.111,0.5066056183632278
2236,hr1170.110,hr2268.111,0.5004242964927829
9362,hr2046.110,hr2268.111,0.6618957820528799
12262,hr2140.110,hr2268.111,0.5881961296544701
3968,hr2607.110,hr2268.111,0.7534194192114132
5173,hr5523.110,hr2268.111,0.8685728183619876
7751,hr6663.110,hr2268.111,0.5443320432959257
12105,hr4048.110,hr2269.111,0.6381999802585222
8284,hr4157.110,hr227.111,0.8806358628676729
9776,hr23.110,hr2270.111,0.5540453477808057
10081,hr275.110,hr2271.111,0.8542810344080293
11851,hr1026.110,hr2272.111,0.5108827456667127
10455,hr217.110,hr2272.111,0.8848968972137662
319,hr2819.110,hr2272.111,0.6386475493716356
9299,hr624.110,hr2272.111,0.9169791338615089
3094,hr654.110,hr2272.111,0.6746343894134823
4585,hr6962.110,hr2272.111,0.6223211314034055
10067,hr757.110,hr2272.111,0.6909872391310556
12774,hr2123.110,hr2273.111,0.9733588188098524
11540,hr378.110,hr2273.111,0.5348990097046062
8074,hr4138.110,hr2273.111,0.7424615249969706
2799,hr1113.110,hr2275.111,0.9524392310104668
12618,hr6753.110,hr2275.111,0.7321150902017136
9706,hr2677.110,hr2276.111,0.9139501979940076
8278,hr88.110,hr2276.111,0.6124851035658196
4757,hr1514.110,hr2277.111,0.9948224123267375
11205,hr892.110,hr2277.111,0.9943185236074007
1929,hr1157.110,hr2279.111,0.5448628243400607
4637,hr2410.110,hr2279.111,0.5192218165230843
6381,hr5901.110,hr2279.111,0.9899024747850457
4664,hr715.110,hr2279.111,0.6435427836328462
1755,hr1240.110,hr228.111,0.9891297269675832
9308,hr1315.110,hr228.111,0.5111132554174083
139,hr318.110,hr2280.111,0.5249887037323917
8777,hr3545.110,hr2280.111,0.566778971819759
11457,hr4495.110,hr2280.111,0.5240630703514421
11455,hr4496.110,hr2280.111,0.5325889686806381
2805,hr4540.110,hr2280.111,0.9839018580180809
3339,hr6632.110,hr2280.111,0.5202232365116697
11462,hr1044.110,hr2281.111,0.5459260767647343
9795,hr1590.110,hr2283.111,0.5132570557404466
2143,hr2215.110,hr2283.111,0.5775726048443776
10118,hr2651.110,hr2283.111,0.5581628910900395
42,hr6823.110,hr2283.111,0.7197250475327278
3357,hr6877.110,hr2283.111,0.5756026448399414
9575,hr7284.110,hr2283.111,0.6198884209673491
4207,hr736.110,hr2287.111,0.8821757843153449
8337,hr4300.110,hr2289.111,0.8628740391836341
3898,hr198.110,hr229.111,0.9249284244903713
12784,hr6178.110,hr2290.111,0.6519016590705622
3812,hr1738.110,hr2291.111,0.5629747117308006
4275,hr1926.110,hr2291.111,0.5857997660815508
2876,hr3042.110,hr2291.111,0.9418083835511147
10296,hr5711.110,hr2291.111,0.5103034245389836
5966,hr119.110,hr2292.111,0.5280396624273724
4789,hr152.110,hr2292.111,0.5220347386226736
2415,hr241.110,hr2292.111,0.509891652763827
3501,hr2626.110,hr2292.111,0.5331782199957691
5439,hr282.110,hr2292.111,0.5530931036282241
12301,hr2851.110,hr2292.111,0.5791568849124793
8409,hr3176.110,hr2292.111,0.508327505691372
6316,hr324.110,hr2292.111,0.5104896815093759
155,hr3425.110,hr2292.111,0.5419992325639827
5994,hr3888.110,hr2292.111,0.5748359443517116
4963,hr4460.110,hr2292.111,0.5081022430342743
7006,hr5449.110,hr2292.111,0.5611313766874906
10147,hr5923.110,hr2292.111,0.5956363967496807
4001,hr5955.110,hr2292.111,0.614876600972719
2460,hr6963.110,hr2292.111,0.5731630566514587
865,hr7129.110,hr2292.111,0.5194912257779024
10066,hr758.110,hr2292.111,0.5233959955629975
9009,hr822.110,hr2292.111,0.6417509120559741
11444,hr979.110,hr2292.111,0.6671337156514395
11208,hr1278.110,hr2293.111,0.598896893002345
5431,hr3204.110,hr2293.111,0.6676961039397286
12136,hr7014.110,hr2293.111,0.5497675640285873
1855,hr3142.110,hr2296.111,0.564014532464158
10566,hr4900.110,hr2296.111,0.947213096220936
1738,hr96.110,hr2296.111,0.5118373764139551
8176,hr6127.110,hr2297.111,0.9860198030355476
4283,hr4039.110,hr2298.111,0.5549838598124361
3428,hr7035.110,hr2298.111,0.5044475704981427
8069,hr1873.110,hr2299.111,0.7165110533855104
7412,hr3867.110,hr2299.111,0.5016244172125092
9777,hr23.110,hr23.111,0.9802589813404715
3284,hr1752.110,hr230.111,0.5849070740543877
8629,hr1852.110,hr230.111,0.6372695721131928
9400,hr2599.110,hr230.111,0.5080323812381483
535,hr5153.110,hr230.111,0.5649847878974461
9328,hr5830.110,hr230.111,0.6804786696613009
5322,hr7094.110,hr230.111,0.5611016720194916
1681,hr2950.110,hr2300.111,0.5144312869105188
6026,hr3089.110,hr2300.111,0.6425722686007924
4801,hr3220.110,hr2300.111,0.5299057667757275
4796,hr3221.110,hr2300.111,0.5241722032643005
738,hr5437.110,hr2300.111,0.7006201444085057
5866,hr6001.110,hr2300.111,0.7397665384193238
2648,hr6009.110,hr2300.111,0.6177816649754174
6050,hr6108.110,hr2300.111,0.5175617999234211
6483,hr6161.110,hr2300.111,0.7792126797419398
812,hr6165.110,hr2300.111,0.5779464064499009
9157,hr6207.110,hr2300.111,0.7885513696309113
5741,hr6301.110,hr2300.111,0.5382914482525636
1016,hr6384.110,hr2300.111,0.7218892257927428
2576,hr6397.110,hr2300.111,0.5051927151416333
1320,hr6412.110,hr2300.111,0.6812376607641808
3578,hr6421.110,hr2300.111,0.8031974292973301
6146,hr6428.110,hr2300.111,0.5247289470534479
5524,hr6544.110,hr2300.111,0.7246635836861319
9340,hr6566.110,hr2300.111,0.6831618837904044
9591,hr6779.110,hr2300.111,0.5495909829093085
6139,hr6817.110,hr2300.111,0.5376443720901334
51,hr6824.110,hr2300.111,0.6644614116636819
5151,hr6868.110,hr2300.111,0.6664654333993041
9539,hr6899.110,hr2300.111,0.5603976429454466
6759,hr7086.110,hr2300.111,0.5079443879408123
3838,hr7239.110,hr2300.111,0.611624206960131
3017,hr269.110,hr2304.111,0.9690847048544994
4279,hr1430.110,hr2305.111,0.7366458235710699
9034,hr3371.110,hr2305.111,0.5106610556367697
8021,hr6090.110,hr2305.111,0.5222551028064703
12688,hr1961.110,hr2306.111,0.5422765817686374
9907,hr2244.110,hr2307.111,0.966922544962099
464,hr2711.110,hr2308.111,0.5196949040308653
8301,hr3829.110,hr2308.111,0.8234200267339248
11841,hr1531.110,hr231.111,0.5918792652244673
12040,hr2958.110,hr231.111,0.5273993923470991
1368,hr5990.110,hr231.111,0.5812934085415122
12454,hr1002.110,hr2310.111,0.6001333686793353
5889,hr1958.110,hr2310.111,0.557918917654632
10338,hr3272.110,hr2310.111,0.5552274584497886
10341,hr3273.110,hr2310.111,0.9942929743392093
10712,hr5777.110,hr2310.111,0.5865281449285664
12453,hr1002.110,hr2311.111,0.6163274440196426
5888,hr1958.110,hr2311.111,0.6176502656314014
10337,hr3272.110,hr2311.111,0.9327989624878055
10340,hr3273.110,hr2311.111,0.5022591473598922
8697,hr388.110,hr2311.111,0.5323071934647139
10711,hr5777.110,hr2311.111,0.7241555453098908
10335,hr3274.110,hr2312.111,0.9813136471675005
10336,hr3275.110,hr2313.111,0.9840092375714622
723,hr505.110,hr2314.111,0.9840587260790937
1776,hr835.110,hr2314.111,0.554454760798398
9717,hr2679.110,hr2317.111,0.9906003065728344
6120,hr2680.110,hr2317.111,0.7271249759724792
4775,hr158.110,hr2318.111,0.5544094808213412
9718,hr2679.110,hr2318.111,0.7183818103278337
6121,hr2680.110,hr2318.111,0.9961218145713465
4833,hr3229.110,hr2318.111,0.52690772040022
2502,hr634.110,hr2318.111,0.528562993918087
9793,hr1590.110,hr232.111,0.6844927821746933
2142,hr2215.110,hr232.111,0.5485761255614409
10511,hr2635.110,hr232.111,0.5814519104718794
10115,hr2651.110,hr232.111,0.7781957500500453
9487,hr4226.110,hr232.111,0.6005393053381716
11131,hr5575.110,hr232.111,0.5533631199650832
3953,hr6186.110,hr232.111,0.6200702186274645
9294,hr620.110,hr232.111,0.6337691819997944
12615,hr6316.110,hr232.111,0.5665413396465264
3355,hr6877.110,hr232.111,0.9964893286140217
415,hr7146.110,hr232.111,0.5552575571687806
7686,hr7133.110,hr2320.111,0.9418363195315211
12689,hr1961.110,hr2323.111,0.511111116659465
9686,hr256.110,hr2324.111,0.5488952204655284
4565,hr3766.110,hr2324.111,0.5378794547757646
1737,hr96.110,hr2324.111,0.5090662997497785
8287,hr1461.110,hr2327.111,0.5833435693552289
2477,hr5244.110,hr2327.111,0.5570849641213693
10230,hr2001.110,hr2328.111,0.5651076158310481
3402,hr1059.110,hr2329.111,0.5807090454191305
4893,hr3595.110,hr2329.111,0.6348752101235157
5310,hr4078.110,hr2329.111,0.592372686445549
620,hr1650.110,hr233.111,0.831103351965477
9845,hr3336.110,hr2330.111,0.9381246071617829
7384,hr4627.110,hr2331.111,0.5694480484479488
10673,hr5556.110,hr2331.111,0.5237385124097548
10714,hr5776.110,hr2331.111,0.6105110990106967
11979,hr5822.110,hr2331.111,0.5330438516837958
4841,hr7278.110,hr2331.111,0.5227437656872025
9579,hr7283.110,hr2331.111,0.5326822669876614
8194,hr1296.110,hr2334.111,0.5014107139313313
11042,hr6078.110,hr2336.111,0.9270539424739672
8119,hr6249.110,hr2336.111,0.5564953860196663
9543,hr6899.110,hr2336.111,0.6685017606935529
2152,hr2212.110,hr2338.111,0.5005806961121767
2545,hr1369.110,hr2339.111,0.682996805984212
7503,hr3391.110,hr2339.111,0.5211144821275511
10272,hr5718.110,hr2339.111,0.5101284189936023
12680,hr7233.110,hr2339.111,0.5590425370468478
9313,hr1311.110,hr234.111,0.9687869062412694
7684,hr7131.110,hr234.111,0.5034994814852244
6639,hr7172.110,hr2340.111,0.9066115162753958
8528,hr2227.110,hr2341.111,0.7177954400689267
11732,hr7084.110,hr2344.111,0.5535682261454555
2596,hr1585.110,hr2346.111,0.5565072929076608
9099,hr2206.110,hr2346.111,0.7049798807653956
3028,hr2642.110,hr2346.111,0.5372741822995856
500,hr2764.110,hr2346.111,0.5888620451998294
4808,hr3222.110,hr2346.111,0.6855942679353265
1198,hr4104.110,hr2346.111,0.5236054118113777
1621,hr4156.110,hr2346.111,0.6988240986237331
12540,hr4986.110,hr2346.111,0.5469667592934313
11755,hr5658.110,hr2346.111,0.559343960771022
3144,hr6026.110,hr2346.111,0.8552900678084192
5699,hr6599.110,hr2346.111,0.5466841518828407
8272,hr82.110,hr235.111,0.6258572634235384
5808,hr3057.110,hr2350.111,0.507423599014879
10552,hr3162.110,hr2350.111,0.5303494549262598
8538,hr410.110,hr2350.111,0.5065876728969477
6248,hr7192.110,hr2350.111,0.783373061206014
11824,hr1537.110,hr2351.111,0.5077990542546318
12716,hr108.110,hr2352.111,0.6588672091556438
11288,hr1985.110,hr2352.111,0.6183836467426859
3986,hr2359.110,hr2352.111,0.731859105702554
11409,hr2366.110,hr2352.111,0.6317158234122432
3459,hr2397.110,hr2352.111,0.5159836202991078
7417,hr3867.110,hr2352.111,0.52415703164557
2020,hr4253.110,hr2352.111,0.6538232817028542
8036,hr557.110,hr2352.111,0.5283711293428972
4211,hr731.110,hr2352.111,0.6205692384609365
5170,hr5835.110,hr2354.111,0.9082384770412792
8874,hr7002.110,hr2355.111,0.7226954508372015
9088,hr2204.110,hr2356.111,0.5058246831101595
7539,hr3641.110,hr2356.111,0.5301216100238414
10583,hr3482.110,hr2357.111,0.8580990336232357
11581,hr2426.110,hr2359.111,0.5153339710974959
7085,hr6324.110,hr2359.111,0.7246643859786251
1733,hr93.110,hr236.111,0.9184298095751613
5602,hr1012.110,hr2360.111,0.5186659036488792
6031,hr2132.110,hr2360.111,0.558583595557879
208,hr2351.110,hr2360.111,0.5929267928044744
2416,hr241.110,hr2360.111,0.5232432852594667
3502,hr2626.110,hr2360.111,0.5321678075645263
912,hr2737.110,hr2360.111,0.539938204416037
6307,hr324.110,hr2360.111,0.527010006560222
5974,hr3888.110,hr2360.111,0.5429525633702927
4944,hr4460.110,hr2360.111,0.5374202884078315
6987,hr5449.110,hr2360.111,0.5339477141094072
3063,hr5918.110,hr2360.111,0.9906115281879588
10127,hr5923.110,hr2360.111,0.60826403848155
4002,hr5955.110,hr2360.111,0.6227659854077785
12173,hr6110.110,hr2360.111,0.5031067794542236
2290,hr6210.110,hr2360.111,0.990754333755352
10216,hr6528.110,hr2360.111,0.5499431165065389
12601,hr6582.110,hr2360.111,0.5400322250952707
8153,hr6699.110,hr2360.111,0.5935365012512268
845,hr7129.110,hr2360.111,0.6166836653336396
11426,hr979.110,hr2360.111,0.5417944735299827
5374,hr7093.110,hr2361.111,0.902037445277494
2040,hr6909.110,hr2362.111,0.548448265315011
11139,hr2405.110,hr2363.111,0.9558051092288965
10430,hr1953.110,hr2365.111,0.8596419546025081
4127,hr2032.110,hr2365.111,0.9911862704317348
11310,hr2987.110,hr2365.111,0.8141905195852226
6140,hr6810.110,hr2367.111,0.9182808750886231
5247,hr1200.110,hr2369.111,0.5222465120054923
7932,hr1669.110,hr2369.111,0.5405298158444377
3041,hr2646.110,hr2369.111,0.5389940676641255
3048,hr2647.110,hr2369.111,0.5849752029832702
10755,hr4232.110,hr2369.111,0.9971301980391228
987,hr5176.110,hr2369.111,0.6457892936060197
8968,hr6983.110,hr2369.111,0.5347822945896793
5444,hr287.110,hr237.111,0.5717358859705629
5737,hr343.110,hr237.111,0.8922295074388736
1772,hr1452.110,hr2370.111,0.963463595404761
10693,hr2282.110,hr2372.111,0.6157279083718636
6350,hr2476.110,hr2372.111,0.5041750878264967
8346,hr3358.110,hr2372.111,0.7115315764246778
7349,hr6132.110,hr2372.111,0.5207714073058458
9291,hr621.110,hr2373.111,0.7293816355585975
8433,hr2885.110,hr2374.111,0.5690723314931505
7877,hr1400.110,hr2375.111,0.5708643392777578
7512,hr3390.110,hr2375.111,0.5109772660541991
3936,hr225.110,hr2376.111,0.9945262532796911
5446,hr288.110,hr238.111,0.9827492177434618
5103,hr368.110,hr238.111,0.8057102382900331
9861,hr2069.110,hr2380.111,0.5951490843753264
5640,hr3416.110,hr2380.111,0.7846008273129513
11541,hr378.110,hr2381.111,0.8603189065419456
8117,hr6248.110,hr2382.111,0.9973682853297147
1505,hr6620.110,hr2382.111,0.807911903905849
4230,hr5742.110,hr2386.111,0.5526333566150137
5807,hr3057.110,hr2388.111,0.5029769651417143
9927,hr5739.110,hr2388.111,0.9819222863783262
8886,hr6912.110,hr2388.111,0.7285704963331834
3405,hr6702.110,hr239.111,0.9856889144599096
5155,hr6869.110,hr239.111,0.5130883274855281
9884,hr2065.110,hr2390.111,0.5273523395450733
4428,hr3025.110,hr2390.111,0.5681660084663309
7050,hr470.110,hr2390.111,0.6324454744996943
6676,hr6447.110,hr2391.111,0.5884897996797955
8875,hr6532.110,hr2391.111,0.5627622615461367
12255,hr2142.110,hr2393.111,0.5424647006830142
4871,hr2835.110,hr2393.111,0.6822067879383648
7108,hr4173.110,hr2393.111,0.785333825642611
10776,hr4237.110,hr2393.111,0.5632246252309911
12367,hr5673.110,hr2393.111,0.9114932445237802
104,hr7248.110,hr2393.111,0.7421723032968488
6642,hr7265.110,hr2393.111,0.5084411077861958
11320,hr3232.110,hr2394.111,0.5075335685587112
12159,hr3896.110,hr2394.111,0.5815656071606394
8078,hr4135.110,hr2394.111,0.9910762184835076
5518,hr5649.110,hr2394.111,0.8625686211825896
2930,hr7018.110,hr2394.111,0.5529908912831387
7192,hr3479.110,hr2397.111,0.5417619320714572
4157,hr2034.110,hr2399.111,0.5583035031023511
229,hr2351.110,hr2399.111,0.5262084946928928
5998,hr3888.110,hr2399.111,0.5450320299523264
10957,hr5348.110,hr2399.111,0.9057100505717989
3086,hr5918.110,hr2399.111,0.5315582771117284
2313,hr6210.110,hr2399.111,0.529373999534401
12383,hr6806.110,hr2399.111,0.5546295417628352
866,hr7129.110,hr2399.111,0.5539672357811771
5729,hr346.110,hr24.111,0.9930170431179128
2539,hr1365.110,hr240.111,0.6853721808547449
2537,hr1366.110,hr240.111,0.6901371569650592
1060,hr3818.110,hr240.111,0.5258777544187446
11303,hr7005.110,hr240.111,0.506886420926473
1497,hr3697.110,hr2400.111,0.9865470152223202
4938,hr962.110,hr2400.111,0.6141476390058624
9134,hr1167.110,hr2401.111,0.9354573866328034
4965,hr4460.110,hr2402.111,0.5532553207315833
7008,hr5449.110,hr2402.111,0.6000473094190133
4037,hr5955.110,hr2402.111,0.5065594409300845
11082,hr6071.110,hr2402.111,0.5222812132594312
5885,hr1426.110,hr2405.111,0.944261351931558
5006,hr1527.110,hr2405.111,0.5943946370062384
4926,hr4142.110,hr2405.111,0.5259184924283821
7064,hr5622.110,hr2405.111,0.5806823641478114
10184,hr1355.110,hr2406.111,0.613664226047661
7451,hr1645.110,hr2406.111,0.5337243341442218
278,hr2109.110,hr2406.111,0.6565744476797916
3599,hr3494.110,hr2406.111,0.9831376640971574
2371,hr3531.110,hr2406.111,0.8608488478814317
11665,hr4065.110,hr2406.111,0.5929276707398445
5560,hr4192.110,hr2406.111,0.5868514275117387
1631,hr6789.110,hr2406.111,0.6726288313210655
2198,hr6843.110,hr2406.111,0.5203898529649313
10102,hr750.110,hr2406.111,0.510070195647269
9519,hr842.110,hr2406.111,0.9749228584579784
41,hr6823.110,hr2409.111,0.5501806828692042
9701,hr140.110,hr241.111,0.9680754174919349
1020,hr6387.110,hr2410.111,0.5267913406748492
750,hr2525.110,hr2411.111,0.9642996352038786
3302,hr1287.110,hr2412.111,0.836803660833326
1169,hr1881.110,hr2413.111,0.7495391649985094
6913,hr2390.110,hr2413.111,0.8606237693480902
3976,hr2609.110,hr2413.111,0.711509263227546
6961,hr5446.110,hr2413.111,0.8042621454835925
7176,hr6282.110,hr2413.111,0.8554830267867081
8250,hr6930.110,hr2413.111,0.6983465654026829
7446,hr1645.110,hr2414.111,0.7510741816059208
3768,hr1792.110,hr2414.111,0.8339897186340709
4641,hr2413.110,hr2414.111,0.5800940326673225
1123,hr2504.110,hr2414.111,0.5087688855629119
12028,hr2954.110,hr2414.111,0.7084436931158934
11523,hr371.110,hr2414.111,0.994574019597981
11659,hr4065.110,hr2414.111,0.5522917342975515
10985,hr1069.110,hr2418.111,0.9851392230733782
2601,hr1582.110,hr2418.111,0.645586306573778
1434,hr1692.110,hr2418.111,0.5394483982548873
7195,hr3474.110,hr2418.111,0.6754092755569319
8781,hr3547.110,hr2418.111,0.6954024105422262
4111,hr3922.110,hr2418.111,0.7586204480471359
2519,hr638.110,hr2418.111,0.6530145356586353
6220,hr880.110,hr2418.111,0.5165591259918783
9710,hr141.110,hr242.111,0.9666982152507743
4772,hr158.110,hr2421.111,0.7250629472587384
12752,hr1619.110,hr2421.111,0.6418444734432195
9378,hr2040.110,hr2421.111,0.5812221593510624
9415,hr2268.110,hr2421.111,0.9777284393616152
3983,hr2358.110,hr2421.111,0.5098892733016966
1137,hr2500.110,hr2421.111,0.5449727637629526
9441,hr2750.110,hr2421.111,0.5084398130425485
1816,hr2894.110,hr2421.111,0.593848428662388
4830,hr3229.110,hr2421.111,0.6983645023458395
12489,hr3956.110,hr2421.111,0.5304528786681788
4293,hr4036.110,hr2421.111,0.5341922523911489
1614,hr4127.110,hr2421.111,0.5066153010590247
11570,hr5512.110,hr2421.111,0.5195676968362941
12877,hr5614.110,hr2421.111,0.551447846263161
10288,hr5714.110,hr2421.111,0.6365671292412634
7845,hr5733.110,hr2421.111,0.5556680434062135
6331,hr5872.110,hr2421.111,0.5550946449662276
2499,hr634.110,hr2421.111,0.7102470029093239
7745,hr6404.110,hr2421.111,0.5331404886923601
435,hr6455.110,hr2421.111,0.5163717768595406
7140,hr7152.110,hr2421.111,0.5780196867854559
4995,hr1031.110,hr2425.111,0.6038752564866054
9259,hr1544.110,hr2425.111,0.5501712220753178
2158,hr2210.110,hr2425.111,0.7384786235316051
9914,hr2241.110,hr2425.111,0.8472563534198896
485,hr2762.110,hr2425.111,0.6865631201074702
9230,hr2922.110,hr2425.111,0.7796529917214035
9024,hr3373.110,hr2425.111,0.8421090705322217
8771,hr3544.110,hr2425.111,0.8319595876247919
11860,hr4218.110,hr2425.111,0.9902390816649402
